Time from [CET/CEST],Time to [CET/CEST],Load [MW]
2021-06-12 15:30:00,2021-06-12 15:45:00,6332.000
2021-06-12 15:45:00,2021-06-12 16:00:00,6328.000
2021-06-12 16:00:00,2021-06-12 16:15:00,6332.000
2021-06-12 16:15:00,2021-06-12 16:30:00,6344.000
2021-06-12 16:30:00,2021-06-12 16:45:00,6344.000
2021-06-12 16:45:00,2021-06-12 17:00:00,6380.000
2021-06-12 17:00:00,2021-06-12 17:15:00,6400.000
2021-06-12 17:15:00,2021-06-12 17:30:00,6440.000
2021-06-12 17:30:00,2021-06-12 17:45:00,6480.000
2021-06-12 17:45:00,2021-06-12 18:00:00,6516.000
2021-06-12 18:00:00,2021-06-12 18:15:00,6540.000
2021-06-12 18:15:00,2021-06-12 18:30:00,6532.000
2021-06-12 18:30:00,2021-06-12 18:45:00,6532.000
2021-06-12 18:45:00,2021-06-12 19:00:00,6532.000
2021-06-12 19:00:00,2021-06-12 19:15:00,6484.000
2021-06-12 19:15:00,2021-06-12 19:30:00,6460.000
2021-06-12 19:30:00,2021-06-12 19:45:00,6448.000
2021-06-12 19:45:00,2021-06-12 20:00:00,6416.000
2021-06-12 20:00:00,2021-06-12 20:15:00,6380.000
2021-06-12 20:15:00,2021-06-12 20:30:00,6324.000
2021-06-12 20:30:00,2021-06-12 20:45:00,6284.000
2021-06-12 20:45:00,2021-06-12 21:00:00,6224.000
2021-06-12 21:00:00,2021-06-12 21:15:00,6160.000
2021-06-12 21:15:00,2021-06-12 21:30:00,6088.000
2021-06-12 21:30:00,2021-06-12 21:45:00,6008.000
2021-06-12 21:45:00,2021-06-12 22:00:00,5916.000
2021-06-12 22:00:00,2021-06-12 22:15:00,6020.000
2021-06-12 22:15:00,2021-06-12 22:30:00,5952.000
2021-06-12 22:30:00,2021-06-12 22:45:00,5812.000
2021-06-12 22:45:00,2021-06-12 23:00:00,5700.000
2021-06-12 23:00:00,2021-06-12 23:15:00,5636.000
2021-06-12 23:15:00,2021-06-12 23:30:00,5500.000
2021-06-12 23:30:00,2021-06-12 23:45:00,5380.000
2021-06-12 23:45:00,2021-06-13 00:00:00,5280.000
2021-06-13 00:00:00,2021-06-13 00:15:00,5104.000
2021-06-13 00:15:00,2021-06-13 00:30:00,5004.000
2021-06-13 00:30:00,2021-06-13 00:45:00,4928.000
2021-06-13 00:45:00,2021-06-13 01:00:00,4832.000
2021-06-13 01:00:00,2021-06-13 01:15:00,4788.000
2021-06-13 01:15:00,2021-06-13 01:30:00,4704.000
2021-06-13 01:30:00,2021-06-13 01:45:00,4632.000
2021-06-13 01:45:00,2021-06-13 02:00:00,4576.000
2021-06-13 02:00:00,2021-06-13 02:15:00,4652.000
2021-06-13 02:15:00,2021-06-13 02:30:00,4596.000
2021-06-13 02:30:00,2021-06-13 02:45:00,4536.000
2021-06-13 02:45:00,2021-06-13 03:00:00,4484.000
2021-06-13 03:00:00,2021-06-13 03:15:00,4472.000
2021-06-13 03:15:00,2021-06-13 03:30:00,4432.000
2021-06-13 03:30:00,2021-06-13 03:45:00,4396.000
2021-06-13 03:45:00,2021-06-13 04:00:00,4388.000
2021-06-13 04:00:00,2021-06-13 04:15:00,4376.000
2021-06-13 04:15:00,2021-06-13 04:30:00,4368.000
2021-06-13 04:30:00,2021-06-13 04:45:00,4372.000
2021-06-13 04:45:00,2021-06-13 05:00:00,4404.000
2021-06-13 05:00:00,2021-06-13 05:15:00,4408.000
2021-06-13 05:15:00,2021-06-13 05:30:00,4440.000
2021-06-13 05:30:00,2021-06-13 05:45:00,4476.000
2021-06-13 05:45:00,2021-06-13 06:00:00,4508.000
2021-06-13 06:00:00,2021-06-13 06:15:00,4560.000
2021-06-13 06:15:00,2021-06-13 06:30:00,4584.000
2021-06-13 06:30:00,2021-06-13 06:45:00,4656.000
2021-06-13 06:45:00,2021-06-13 07:00:00,4720.000
2021-06-13 07:00:00,2021-06-13 07:15:00,4828.000
2021-06-13 07:15:00,2021-06-13 07:30:00,4912.000
2021-06-13 07:30:00,2021-06-13 07:45:00,5000.000
2021-06-13 07:45:00,2021-06-13 08:00:00,5088.000
2021-06-13 08:00:00,2021-06-13 08:15:00,5196.000
2021-06-13 08:15:00,2021-06-13 08:30:00,5296.000
2021-06-13 08:30:00,2021-06-13 08:45:00,5372.000
2021-06-13 08:45:00,2021-06-13 09:00:00,5456.000
2021-06-13 09:00:00,2021-06-13 09:15:00,5540.000
2021-06-13 09:15:00,2021-06-13 09:30:00,5616.000
2021-06-13 09:30:00,2021-06-13 09:45:00,5684.000
2021-06-13 09:45:00,2021-06-13 10:00:00,5752.000
2021-06-13 10:00:00,2021-06-13 10:15:00,5800.000
2021-06-13 10:15:00,2021-06-13 10:30:00,5860.000
2021-06-13 10:30:00,2021-06-13 10:45:00,5932.000
2021-06-13 10:45:00,2021-06-13 11:00:00,5988.000
2021-06-13 11:00:00,2021-06-13 11:15:00,6072.000
2021-06-13 11:15:00,2021-06-13 11:30:00,6128.000
2021-06-13 11:30:00,2021-06-13 11:45:00,6176.000
2021-06-13 11:45:00,2021-06-13 12:00:00,6140.000
2021-06-13 12:00:00,2021-06-13 12:15:00,6096.000
2021-06-13 12:15:00,2021-06-13 12:30:00,6016.000
2021-06-13 12:30:00,2021-06-13 12:45:00,5964.000
2021-06-13 12:45:00,2021-06-13 13:00:00,5928.000
2021-06-13 13:00:00,2021-06-13 13:15:00,5876.000
2021-06-13 13:15:00,2021-06-13 13:30:00,5840.000
2021-06-13 13:30:00,2021-06-13 13:45:00,5832.000
2021-06-13 13:45:00,2021-06-13 14:00:00,5780.000
2021-06-13 14:00:00,2021-06-13 14:15:00,5720.000
2021-06-13 14:15:00,2021-06-13 14:30:00,5680.000
2021-06-13 14:30:00,2021-06-13 14:45:00,5656.000
2021-06-13 14:45:00,2021-06-13 15:00:00,5592.000
2021-06-13 15:00:00,2021-06-13 15:15:00,5600.000
2021-06-13 15:15:00,2021-06-13 15:30:00,5572.000
2021-06-13 15:30:00,2021-06-13 15:45:00,5544.000
2021-06-13 15:45:00,2021-06-13 16:00:00,5552.000
2021-06-13 16:00:00,2021-06-13 16:15:00,5576.000
2021-06-13 16:15:00,2021-06-13 16:30:00,5596.000
2021-06-13 16:30:00,2021-06-13 16:45:00,5592.000
2021-06-13 16:45:00,2021-06-13 17:00:00,5656.000
2021-06-13 17:00:00,2021-06-13 17:15:00,5660.000
2021-06-13 17:15:00,2021-06-13 17:30:00,5700.000
2021-06-13 17:30:00,2021-06-13 17:45:00,5752.000
2021-06-13 17:45:00,2021-06-13 18:00:00,5816.000
2021-06-13 18:00:00,2021-06-13 18:15:00,5888.000
2021-06-13 18:15:00,2021-06-13 18:30:00,5888.000
2021-06-13 18:30:00,2021-06-13 18:45:00,5908.000
2021-06-13 18:45:00,2021-06-13 19:00:00,5920.000
2021-06-13 19:00:00,2021-06-13 19:15:00,5912.000
2021-06-13 19:15:00,2021-06-13 19:30:00,5924.000
2021-06-13 19:30:00,2021-06-13 19:45:00,5932.000
2021-06-13 19:45:00,2021-06-13 20:00:00,5928.000
2021-06-13 20:00:00,2021-06-13 20:15:00,5928.000
2021-06-13 20:15:00,2021-06-13 20:30:00,5888.000
2021-06-13 20:30:00,2021-06-13 20:45:00,5872.000
2021-06-13 20:45:00,2021-06-13 21:00:00,5836.000
2021-06-13 21:00:00,2021-06-13 21:15:00,5800.000
2021-06-13 21:15:00,2021-06-13 21:30:00,5780.000
2021-06-13 21:30:00,2021-06-13 21:45:00,5740.000
2021-06-13 21:45:00,2021-06-13 22:00:00,5712.000
2021-06-13 22:00:00,2021-06-13 22:15:00,5848.000
2021-06-13 22:15:00,2021-06-13 22:30:00,5792.000
2021-06-13 22:30:00,2021-06-13 22:45:00,5684.000
2021-06-13 22:45:00,2021-06-13 23:00:00,5584.000
2021-06-13 23:00:00,2021-06-13 23:15:00,5520.000
2021-06-13 23:15:00,2021-06-13 23:30:00,5400.000
2021-06-13 23:30:00,2021-06-13 23:45:00,5284.000
2021-06-13 23:45:00,2021-06-14 00:00:00,5208.000
2021-06-14 00:00:00,2021-06-14 00:15:00,5756.000
2021-06-14 00:15:00,2021-06-14 00:30:00,5656.000
2021-06-14 00:30:00,2021-06-14 00:45:00,5564.000
2021-06-14 00:45:00,2021-06-14 01:00:00,5476.000
2021-06-14 01:00:00,2021-06-14 01:15:00,5452.000
2021-06-14 01:15:00,2021-06-14 01:30:00,5384.000
2021-06-14 01:30:00,2021-06-14 01:45:00,5324.000
2021-06-14 01:45:00,2021-06-14 02:00:00,5268.000
2021-06-14 02:00:00,2021-06-14 02:15:00,5336.000
2021-06-14 02:15:00,2021-06-14 02:30:00,5272.000
2021-06-14 02:30:00,2021-06-14 02:45:00,5224.000
2021-06-14 02:45:00,2021-06-14 03:00:00,5180.000
2021-06-14 03:00:00,2021-06-14 03:15:00,5180.000
2021-06-14 03:15:00,2021-06-14 03:30:00,5152.000
2021-06-14 03:30:00,2021-06-14 03:45:00,5144.000
2021-06-14 03:45:00,2021-06-14 04:00:00,5156.000
2021-06-14 04:00:00,2021-06-14 04:15:00,5200.000
2021-06-14 04:15:00,2021-06-14 04:30:00,5244.000
2021-06-14 04:30:00,2021-06-14 04:45:00,5304.000
2021-06-14 04:45:00,2021-06-14 05:00:00,5388.000
2021-06-14 05:00:00,2021-06-14 05:15:00,5548.000
2021-06-14 05:15:00,2021-06-14 05:30:00,5692.000
2021-06-14 05:30:00,2021-06-14 05:45:00,5888.000
2021-06-14 05:45:00,2021-06-14 06:00:00,6128.000
2021-06-14 06:00:00,2021-06-14 06:15:00,6452.000
2021-06-14 06:15:00,2021-06-14 06:30:00,6720.000
2021-06-14 06:30:00,2021-06-14 06:45:00,6928.000
2021-06-14 06:45:00,2021-06-14 07:00:00,7108.000
2021-06-14 07:00:00,2021-06-14 07:15:00,7336.000
2021-06-14 07:15:00,2021-06-14 07:30:00,7484.000
2021-06-14 07:30:00,2021-06-14 07:45:00,7596.000
2021-06-14 07:45:00,2021-06-14 08:00:00,7692.000
2021-06-14 08:00:00,2021-06-14 08:15:00,7776.000
2021-06-14 08:15:00,2021-06-14 08:30:00,7816.000
2021-06-14 08:30:00,2021-06-14 08:45:00,7832.000
2021-06-14 08:45:00,2021-06-14 09:00:00,7868.000
2021-06-14 09:00:00,2021-06-14 09:15:00,7840.000
2021-06-14 09:15:00,2021-06-14 09:30:00,7868.000
2021-06-14 09:30:00,2021-06-14 09:45:00,7892.000
2021-06-14 09:45:00,2021-06-14 10:00:00,7892.000
2021-06-14 10:00:00,2021-06-14 10:15:00,7912.000
2021-06-14 10:15:00,2021-06-14 10:30:00,7928.000
2021-06-14 10:30:00,2021-06-14 10:45:00,7968.000
2021-06-14 10:45:00,2021-06-14 11:00:00,8008.000
2021-06-14 11:00:00,2021-06-14 11:15:00,8036.000
2021-06-14 11:15:00,2021-06-14 11:30:00,8080.000
2021-06-14 11:30:00,2021-06-14 11:45:00,8096.000
2021-06-14 11:45:00,2021-06-14 12:00:00,8064.000
2021-06-14 12:00:00,2021-06-14 12:15:00,7980.000
2021-06-14 12:15:00,2021-06-14 12:30:00,7896.000
2021-06-14 12:30:00,2021-06-14 12:45:00,7860.000
2021-06-14 12:45:00,2021-06-14 13:00:00,7844.000
2021-06-14 13:00:00,2021-06-14 13:15:00,7860.000
2021-06-14 13:15:00,2021-06-14 13:30:00,7844.000
2021-06-14 13:30:00,2021-06-14 13:45:00,7812.000
2021-06-14 13:45:00,2021-06-14 14:00:00,7748.000
2021-06-14 14:00:00,2021-06-14 14:15:00,7732.000
2021-06-14 14:15:00,2021-06-14 14:30:00,7708.000
2021-06-14 14:30:00,2021-06-14 14:45:00,7680.000
2021-06-14 14:45:00,2021-06-14 15:00:00,7648.000
2021-06-14 15:00:00,2021-06-14 15:15:00,7624.000
2021-06-14 15:15:00,2021-06-14 15:30:00,7608.000
2021-06-14 15:30:00,2021-06-14 15:45:00,7588.000
2021-06-14 15:45:00,2021-06-14 16:00:00,7572.000
2021-06-14 16:00:00,2021-06-14 16:15:00,7572.000
2021-06-14 16:15:00,2021-06-14 16:30:00,7564.000
2021-06-14 16:30:00,2021-06-14 16:45:00,7552.000
2021-06-14 16:45:00,2021-06-14 17:00:00,7560.000
2021-06-14 17:00:00,2021-06-14 17:15:00,7544.000
2021-06-14 17:15:00,2021-06-14 17:30:00,7564.000
2021-06-14 17:30:00,2021-06-14 17:45:00,7592.000
2021-06-14 17:45:00,2021-06-14 18:00:00,7612.000
2021-06-14 18:00:00,2021-06-14 18:15:00,7580.000
2021-06-14 18:15:00,2021-06-14 18:30:00,7576.000
2021-06-14 18:30:00,2021-06-14 18:45:00,7580.000
2021-06-14 18:45:00,2021-06-14 19:00:00,7568.000
2021-06-14 19:00:00,2021-06-14 19:15:00,7512.000
2021-06-14 19:15:00,2021-06-14 19:30:00,7460.000
2021-06-14 19:30:00,2021-06-14 19:45:00,7412.000
2021-06-14 19:45:00,2021-06-14 20:00:00,7364.000
2021-06-14 20:00:00,2021-06-14 20:15:00,7300.000
2021-06-14 20:15:00,2021-06-14 20:30:00,7228.000
2021-06-14 20:30:00,2021-06-14 20:45:00,7176.000
2021-06-14 20:45:00,2021-06-14 21:00:00,7092.000
2021-06-14 21:00:00,2021-06-14 21:15:00,7020.000
2021-06-14 21:15:00,2021-06-14 21:30:00,6940.000
2021-06-14 21:30:00,2021-06-14 21:45:00,6824.000
2021-06-14 21:45:00,2021-06-14 22:00:00,6688.000
2021-06-14 22:00:00,2021-06-14 22:15:00,6748.000
2021-06-14 22:15:00,2021-06-14 22:30:00,6656.000
2021-06-14 22:30:00,2021-06-14 22:45:00,6500.000
2021-06-14 22:45:00,2021-06-14 23:00:00,6372.000
2021-06-14 23:00:00,2021-06-14 23:15:00,6276.000
2021-06-14 23:15:00,2021-06-14 23:30:00,6112.000
2021-06-14 23:30:00,2021-06-14 23:45:00,5992.000
2021-06-14 23:45:00,2021-06-15 00:00:00,5876.000
2021-06-15 00:00:00,2021-06-15 00:15:00,5512.000
2021-06-15 00:15:00,2021-06-15 00:30:00,5408.000
2021-06-15 00:30:00,2021-06-15 00:45:00,5316.000
2021-06-15 00:45:00,2021-06-15 01:00:00,5216.000
2021-06-15 01:00:00,2021-06-15 01:15:00,5232.000
2021-06-15 01:15:00,2021-06-15 01:30:00,5160.000
2021-06-15 01:30:00,2021-06-15 01:45:00,5100.000
2021-06-15 01:45:00,2021-06-15 02:00:00,5052.000
2021-06-15 02:00:00,2021-06-15 02:15:00,5124.000
2021-06-15 02:15:00,2021-06-15 02:30:00,5064.000
2021-06-15 02:30:00,2021-06-15 02:45:00,5016.000
2021-06-15 02:45:00,2021-06-15 03:00:00,4976.000
2021-06-15 03:00:00,2021-06-15 03:15:00,4972.000
2021-06-15 03:15:00,2021-06-15 03:30:00,4948.000
2021-06-15 03:30:00,2021-06-15 03:45:00,4936.000
2021-06-15 03:45:00,2021-06-15 04:00:00,4956.000
2021-06-15 04:00:00,2021-06-15 04:15:00,5008.000
2021-06-15 04:15:00,2021-06-15 04:30:00,5048.000
2021-06-15 04:30:00,2021-06-15 04:45:00,5104.000
2021-06-15 04:45:00,2021-06-15 05:00:00,5188.000
2021-06-15 05:00:00,2021-06-15 05:15:00,5380.000
2021-06-15 05:15:00,2021-06-15 05:30:00,5540.000
2021-06-15 05:30:00,2021-06-15 05:45:00,5744.000
2021-06-15 05:45:00,2021-06-15 06:00:00,5996.000
2021-06-15 06:00:00,2021-06-15 06:15:00,6324.000
2021-06-15 06:15:00,2021-06-15 06:30:00,6624.000
2021-06-15 06:30:00,2021-06-15 06:45:00,6812.000
2021-06-15 06:45:00,2021-06-15 07:00:00,7024.000
2021-06-15 07:00:00,2021-06-15 07:15:00,7240.000
2021-06-15 07:15:00,2021-06-15 07:30:00,7408.000
2021-06-15 07:30:00,2021-06-15 07:45:00,7528.000
2021-06-15 07:45:00,2021-06-15 08:00:00,7636.000
2021-06-15 08:00:00,2021-06-15 08:15:00,7732.000
2021-06-15 08:15:00,2021-06-15 08:30:00,7768.000
2021-06-15 08:30:00,2021-06-15 08:45:00,7796.000
2021-06-15 08:45:00,2021-06-15 09:00:00,7816.000
2021-06-15 09:00:00,2021-06-15 09:15:00,7792.000
2021-06-15 09:15:00,2021-06-15 09:30:00,7808.000
2021-06-15 09:30:00,2021-06-15 09:45:00,7816.000
2021-06-15 09:45:00,2021-06-15 10:00:00,7808.000
2021-06-15 10:00:00,2021-06-15 10:15:00,7812.000
2021-06-15 10:15:00,2021-06-15 10:30:00,7816.000
2021-06-15 10:30:00,2021-06-15 10:45:00,7864.000
2021-06-15 10:45:00,2021-06-15 11:00:00,7900.000
2021-06-15 11:00:00,2021-06-15 11:15:00,7928.000
2021-06-15 11:15:00,2021-06-15 11:30:00,7960.000
2021-06-15 11:30:00,2021-06-15 11:45:00,7960.000
2021-06-15 11:45:00,2021-06-15 12:00:00,7924.000
2021-06-15 12:00:00,2021-06-15 12:15:00,7864.000
2021-06-15 12:15:00,2021-06-15 12:30:00,7776.000
2021-06-15 12:30:00,2021-06-15 12:45:00,7732.000
2021-06-15 12:45:00,2021-06-15 13:00:00,7708.000
2021-06-15 13:00:00,2021-06-15 13:15:00,7728.000
2021-06-15 13:15:00,2021-06-15 13:30:00,7696.000
2021-06-15 13:30:00,2021-06-15 13:45:00,7660.000
2021-06-15 13:45:00,2021-06-15 14:00:00,7600.000
2021-06-15 14:00:00,2021-06-15 14:15:00,7540.000
2021-06-15 14:15:00,2021-06-15 14:30:00,7524.000
2021-06-15 14:30:00,2021-06-15 14:45:00,7492.000
2021-06-15 14:45:00,2021-06-15 15:00:00,7456.000
2021-06-15 15:00:00,2021-06-15 15:15:00,7452.000
2021-06-15 15:15:00,2021-06-15 15:30:00,7428.000
2021-06-15 15:30:00,2021-06-15 15:45:00,7416.000
2021-06-15 15:45:00,2021-06-15 16:00:00,7420.000
2021-06-15 16:00:00,2021-06-15 16:15:00,7404.000
2021-06-15 16:15:00,2021-06-15 16:30:00,7432.000
2021-06-15 16:30:00,2021-06-15 16:45:00,7416.000
2021-06-15 16:45:00,2021-06-15 17:00:00,7432.000
2021-06-15 17:00:00,2021-06-15 17:15:00,7440.000
2021-06-15 17:15:00,2021-06-15 17:30:00,7468.000
2021-06-15 17:30:00,2021-06-15 17:45:00,7492.000
2021-06-15 17:45:00,2021-06-15 18:00:00,7516.000
2021-06-15 18:00:00,2021-06-15 18:15:00,7504.000
2021-06-15 18:15:00,2021-06-15 18:30:00,7504.000
2021-06-15 18:30:00,2021-06-15 18:45:00,7524.000
2021-06-15 18:45:00,2021-06-15 19:00:00,7536.000
2021-06-15 19:00:00,2021-06-15 19:15:00,7496.000
2021-06-15 19:15:00,2021-06-15 19:30:00,7464.000
2021-06-15 19:30:00,2021-06-15 19:45:00,7408.000
2021-06-15 19:45:00,2021-06-15 20:00:00,7340.000
2021-06-15 20:00:00,2021-06-15 20:15:00,7296.000
2021-06-15 20:15:00,2021-06-15 20:30:00,7232.000
2021-06-15 20:30:00,2021-06-15 20:45:00,7152.000
2021-06-15 20:45:00,2021-06-15 21:00:00,7092.000
2021-06-15 21:00:00,2021-06-15 21:15:00,7012.000
2021-06-15 21:15:00,2021-06-15 21:30:00,6924.000
2021-06-15 21:30:00,2021-06-15 21:45:00,6804.000
2021-06-15 21:45:00,2021-06-15 22:00:00,6656.000
2021-06-15 22:00:00,2021-06-15 22:15:00,6716.000
2021-06-15 22:15:00,2021-06-15 22:30:00,6624.000
2021-06-15 22:30:00,2021-06-15 22:45:00,6460.000
2021-06-15 22:45:00,2021-06-15 23:00:00,6324.000
2021-06-15 23:00:00,2021-06-15 23:15:00,6232.000
2021-06-15 23:15:00,2021-06-15 23:30:00,6068.000
2021-06-15 23:30:00,2021-06-15 23:45:00,5944.000
2021-06-15 23:45:00,2021-06-16 00:00:00,5824.000
2021-06-16 00:00:00,2021-06-16 00:15:00,5852.000
2021-06-16 00:15:00,2021-06-16 00:30:00,5744.000
2021-06-16 00:30:00,2021-06-16 00:45:00,5652.000
2021-06-16 00:45:00,2021-06-16 01:00:00,5568.000
2021-06-16 01:00:00,2021-06-16 01:15:00,5552.000
2021-06-16 01:15:00,2021-06-16 01:30:00,5476.000
2021-06-16 01:30:00,2021-06-16 01:45:00,5420.000
2021-06-16 01:45:00,2021-06-16 02:00:00,5368.000
2021-06-16 02:00:00,2021-06-16 02:15:00,5436.000
2021-06-16 02:15:00,2021-06-16 02:30:00,5380.000
2021-06-16 02:30:00,2021-06-16 02:45:00,5332.000
2021-06-16 02:45:00,2021-06-16 03:00:00,5280.000
2021-06-16 03:00:00,2021-06-16 03:15:00,5264.000
2021-06-16 03:15:00,2021-06-16 03:30:00,5236.000
2021-06-16 03:30:00,2021-06-16 03:45:00,5228.000
2021-06-16 03:45:00,2021-06-16 04:00:00,5232.000
2021-06-16 04:00:00,2021-06-16 04:15:00,5272.000
2021-06-16 04:15:00,2021-06-16 04:30:00,5304.000
2021-06-16 04:30:00,2021-06-16 04:45:00,5372.000
2021-06-16 04:45:00,2021-06-16 05:00:00,5448.000
2021-06-16 05:00:00,2021-06-16 05:15:00,5584.000
2021-06-16 05:15:00,2021-06-16 05:30:00,5668.000
2021-06-16 05:30:00,2021-06-16 05:45:00,5856.000
2021-06-16 05:45:00,2021-06-16 06:00:00,6112.000
2021-06-16 06:00:00,2021-06-16 06:15:00,6472.000
2021-06-16 06:15:00,2021-06-16 06:30:00,6744.000
2021-06-16 06:30:00,2021-06-16 06:45:00,6952.000
2021-06-16 06:45:00,2021-06-16 07:00:00,7128.000
2021-06-16 07:00:00,2021-06-16 07:15:00,7360.000
2021-06-16 07:15:00,2021-06-16 07:30:00,7504.000
2021-06-16 07:30:00,2021-06-16 07:45:00,7612.000
2021-06-16 07:45:00,2021-06-16 08:00:00,7708.000
2021-06-16 08:00:00,2021-06-16 08:15:00,7808.000
2021-06-16 08:15:00,2021-06-16 08:30:00,7848.000
2021-06-16 08:30:00,2021-06-16 08:45:00,7868.000
2021-06-16 08:45:00,2021-06-16 09:00:00,7884.000
2021-06-16 09:00:00,2021-06-16 09:15:00,7840.000
2021-06-16 09:15:00,2021-06-16 09:30:00,7852.000
2021-06-16 09:30:00,2021-06-16 09:45:00,7872.000
2021-06-16 09:45:00,2021-06-16 10:00:00,7880.000
2021-06-16 10:00:00,2021-06-16 10:15:00,7896.000
2021-06-16 10:15:00,2021-06-16 10:30:00,7916.000
2021-06-16 10:30:00,2021-06-16 10:45:00,7964.000
2021-06-16 10:45:00,2021-06-16 11:00:00,8016.000
2021-06-16 11:00:00,2021-06-16 11:15:00,8056.000
2021-06-16 11:15:00,2021-06-16 11:30:00,8100.000
2021-06-16 11:30:00,2021-06-16 11:45:00,8116.000
2021-06-16 11:45:00,2021-06-16 12:00:00,8096.000
2021-06-16 12:00:00,2021-06-16 12:15:00,8004.000
2021-06-16 12:15:00,2021-06-16 12:30:00,7920.000
2021-06-16 12:30:00,2021-06-16 12:45:00,7896.000
2021-06-16 12:45:00,2021-06-16 13:00:00,7884.000
2021-06-16 13:00:00,2021-06-16 13:15:00,7896.000
2021-06-16 13:15:00,2021-06-16 13:30:00,7876.000
2021-06-16 13:30:00,2021-06-16 13:45:00,7844.000
2021-06-16 13:45:00,2021-06-16 14:00:00,7788.000
2021-06-16 14:00:00,2021-06-16 14:15:00,7740.000
2021-06-16 14:15:00,2021-06-16 14:30:00,7732.000
2021-06-16 14:30:00,2021-06-16 14:45:00,7696.000
2021-06-16 14:45:00,2021-06-16 15:00:00,7680.000
2021-06-16 15:00:00,2021-06-16 15:15:00,7684.000
2021-06-16 15:15:00,2021-06-16 15:30:00,7672.000
2021-06-16 15:30:00,2021-06-16 15:45:00,7648.000
2021-06-16 15:45:00,2021-06-16 16:00:00,7644.000
2021-06-16 16:00:00,2021-06-16 16:15:00,7640.000
2021-06-16 16:15:00,2021-06-16 16:30:00,7632.000
2021-06-16 16:30:00,2021-06-16 16:45:00,7616.000
2021-06-16 16:45:00,2021-06-16 17:00:00,7612.000
2021-06-16 17:00:00,2021-06-16 17:15:00,7604.000
2021-06-16 17:15:00,2021-06-16 17:30:00,7620.000
2021-06-16 17:30:00,2021-06-16 17:45:00,7648.000
2021-06-16 17:45:00,2021-06-16 18:00:00,7672.000
2021-06-16 18:00:00,2021-06-16 18:15:00,7632.000
2021-06-16 18:15:00,2021-06-16 18:30:00,7636.000
2021-06-16 18:30:00,2021-06-16 18:45:00,7636.000
2021-06-16 18:45:00,2021-06-16 19:00:00,7612.000
2021-06-16 19:00:00,2021-06-16 19:15:00,7564.000
2021-06-16 19:15:00,2021-06-16 19:30:00,7512.000
2021-06-16 19:30:00,2021-06-16 19:45:00,7464.000
2021-06-16 19:45:00,2021-06-16 20:00:00,7404.000
2021-06-16 20:00:00,2021-06-16 20:15:00,7336.000
2021-06-16 20:15:00,2021-06-16 20:30:00,7264.000
2021-06-16 20:30:00,2021-06-16 20:45:00,7208.000
2021-06-16 20:45:00,2021-06-16 21:00:00,7128.000
2021-06-16 21:00:00,2021-06-16 21:15:00,7056.000
2021-06-16 21:15:00,2021-06-16 21:30:00,6988.000
2021-06-16 21:30:00,2021-06-16 21:45:00,6876.000
2021-06-16 21:45:00,2021-06-16 22:00:00,6748.000
2021-06-16 22:00:00,2021-06-16 22:15:00,6800.000
2021-06-16 22:15:00,2021-06-16 22:30:00,6704.000
2021-06-16 22:30:00,2021-06-16 22:45:00,6540.000
2021-06-16 22:45:00,2021-06-16 23:00:00,6396.000
2021-06-16 23:00:00,2021-06-16 23:15:00,6296.000
2021-06-16 23:15:00,2021-06-16 23:30:00,6132.000
2021-06-16 23:30:00,2021-06-16 23:45:00,5992.000
2021-06-16 23:45:00,2021-06-17 00:00:00,5876.000
2021-06-17 00:00:00,2021-06-17 00:15:00,5836.000
2021-06-17 00:15:00,2021-06-17 00:30:00,5728.000
2021-06-17 00:30:00,2021-06-17 00:45:00,5636.000
2021-06-17 00:45:00,2021-06-17 01:00:00,5544.000
2021-06-17 01:00:00,2021-06-17 01:15:00,5524.000
2021-06-17 01:15:00,2021-06-17 01:30:00,5456.000
2021-06-17 01:30:00,2021-06-17 01:45:00,5404.000
2021-06-17 01:45:00,2021-06-17 02:00:00,5344.000
2021-06-17 02:00:00,2021-06-17 02:15:00,5408.000
2021-06-17 02:15:00,2021-06-17 02:30:00,5352.000
2021-06-17 02:30:00,2021-06-17 02:45:00,5292.000
2021-06-17 02:45:00,2021-06-17 03:00:00,5252.000
2021-06-17 03:00:00,2021-06-17 03:15:00,5232.000
2021-06-17 03:15:00,2021-06-17 03:30:00,5200.000
2021-06-17 03:30:00,2021-06-17 03:45:00,5200.000
2021-06-17 03:45:00,2021-06-17 04:00:00,5208.000
2021-06-17 04:00:00,2021-06-17 04:15:00,5240.000
2021-06-17 04:15:00,2021-06-17 04:30:00,5268.000
2021-06-17 04:30:00,2021-06-17 04:45:00,5332.000
2021-06-17 04:45:00,2021-06-17 05:00:00,5416.000
2021-06-17 05:00:00,2021-06-17 05:15:00,5532.000
2021-06-17 05:15:00,2021-06-17 05:30:00,5680.000
2021-06-17 05:30:00,2021-06-17 05:45:00,5872.000
2021-06-17 05:45:00,2021-06-17 06:00:00,6120.000
2021-06-17 06:00:00,2021-06-17 06:15:00,6452.000
2021-06-17 06:15:00,2021-06-17 06:30:00,6728.000
2021-06-17 06:30:00,2021-06-17 06:45:00,6936.000
2021-06-17 06:45:00,2021-06-17 07:00:00,7116.000
2021-06-17 07:00:00,2021-06-17 07:15:00,7344.000
2021-06-17 07:15:00,2021-06-17 07:30:00,7464.000
2021-06-17 07:30:00,2021-06-17 07:45:00,7552.000
2021-06-17 07:45:00,2021-06-17 08:00:00,7652.000
