country,target_date,branch,specification_id,diagnostic,lag,value,threshold,flagged
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,11,0.1644927989693687,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,12,-0.1305395511208994,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,13,0.047890181498365,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,14,-0.0692598343835112,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,15,0.0754071601583805,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,16,-0.0393731606199341,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,17,-0.0307899539444909,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,18,0.0493037414856634,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,19,0.0034757379917526,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,2,0.0599297116186886,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,20,0.0383109703630371,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,21,-0.0658238422778221,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,22,-0.0445734840765114,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,23,0.0437482663781539,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,24,0.0920147618043511,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,25,-0.0023149970555694,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,26,-0.0071962545041225,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,27,0.000180421447999,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,28,0.0380630404457706,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,29,0.0200490363889405,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,3,-0.0709356465366988,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,30,0.00619620636126,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,31,-0.011909320893878,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,32,-0.0539260209006962,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,33,-0.0313584915555413,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,34,-0.0775750516410108,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,35,0.0336868479786739,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,36,-0.0153776207726691,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,37,-0.0216202740770266,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,38,0.0421491092268349,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,39,-0.0766934913102448,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,4,-0.0198813607657879,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,40,-0.0144261906758798,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,41,0.0768907162784943,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,42,0.0574057906064687,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,43,-0.0433064065444696,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,44,-0.0716520186276815,0.1941733059080797,False
Austria,2024-01-08,weekly_differenced,weekly_differenced_arima_p2_d0_q1,residual_acf,45,-0.0246218829782789,0.1941733059080797,False
