country,local_date,daily_mean_load_mwh,daily_mean_temperature_c,hourly_count,weekday,public_holiday_flag,holiday_name,day_type,matching_baseline_mwh,relative_load_deviation_pct
Germany,2022-03-14,61285.48,6.39,24,Monday,0,,ordinary weekday,60655.53,1.04
Germany,2022-03-15,62020.10,6.03,24,Tuesday,0,,ordinary weekday,61916.62,0.17
Germany,2022-03-16,62064.02,6.73,24,Wednesday,0,,ordinary weekday,61600.54,0.75
Germany,2022-03-17,63252.97,7.10,24,Thursday,0,,ordinary weekday,62310.10,1.51
Germany,2022-03-18,60806.40,6.36,24,Friday,0,,ordinary weekday,61431.25,-1.02
Germany,2022-03-19,53980.72,5.57,24,Saturday,0,,weekend,,
Germany,2022-03-20,50981.90,6.55,24,Sunday,0,,weekend,,
Germany,2022-03-21,60117.05,7.55,24,Monday,0,,ordinary weekday,60655.53,-0.89
Germany,2022-03-22,60105.51,7.77,24,Tuesday,0,,ordinary weekday,61916.62,-2.93
Germany,2022-03-23,59693.75,8.34,24,Wednesday,0,,ordinary weekday,61600.54,-3.10
Germany,2022-03-24,59378.97,8.62,24,Thursday,0,,ordinary weekday,62310.10,-4.70
Germany,2022-03-25,58633.91,8.70,24,Friday,0,,ordinary weekday,61431.25,-4.55
Germany,2022-03-26,51294.97,8.85,24,Saturday,0,,weekend,,
Germany,2022-03-27,47223.32,9.51,23,Sunday,0,,weekend,,
Germany,2022-03-28,58907.42,9.77,24,Monday,0,,ordinary weekday,60655.53,-2.88
Germany,2022-03-29,60184.82,8.36,24,Tuesday,0,,ordinary weekday,61916.62,-2.80
Germany,2022-03-30,60496.45,6.35,24,Wednesday,0,,ordinary weekday,61600.54,-1.79
Germany,2022-03-31,62959.47,4.33,24,Thursday,0,,ordinary weekday,62310.10,1.04
Germany,2022-04-01,65496.42,1.91,24,Friday,0,,ordinary weekday,60571.79,8.13
Germany,2022-04-02,55911.72,0.98,24,Saturday,0,,weekend,,
Germany,2022-04-03,50681.89,0.79,24,Sunday,0,,weekend,,
Germany,2022-04-04,63805.46,2.06,24,Monday,0,,ordinary weekday,59952.38,6.43
Germany,2022-04-05,64046.59,5.95,24,Tuesday,0,,ordinary weekday,59309.35,7.99
Germany,2022-04-06,63327.20,8.83,24,Wednesday,0,,ordinary weekday,59184.70,7.00
Germany,2022-04-07,64291.14,9.01,24,Thursday,0,,ordinary weekday,59203.49,8.59
Germany,2022-04-08,62239.54,5.95,24,Friday,0,,ordinary weekday,60571.79,2.75
Germany,2022-04-09,54552.66,4.58,24,Saturday,0,,weekend,,
Germany,2022-04-10,50486.59,4.31,24,Sunday,0,,weekend,,
Germany,2022-04-11,58622.68,6.39,24,Monday,0,,ordinary weekday,59952.38,-2.22
Germany,2022-04-12,59149.74,10.42,24,Tuesday,0,,ordinary weekday,59309.35,-0.27
Germany,2022-04-13,57947.01,13.24,24,Wednesday,0,,ordinary weekday,59184.70,-2.09
Germany,2022-04-14,56523.42,12.66,24,Thursday,0,,ordinary weekday,59203.49,-4.53
Germany,2022-04-15,46869.27,9.90,24,Friday,1,Good Friday,weekday public holiday,60571.79,-22.62
Germany,2022-04-16,46939.34,8.00,24,Saturday,0,,weekend,,
Germany,2022-04-17,43151.57,7.65,24,Sunday,0,,weekend,,
Germany,2022-04-18,43439.07,8.83,24,Monday,1,Easter Monday,weekday public holiday,59952.38,-27.54
Germany,2022-04-19,55295.99,9.03,24,Tuesday,0,,ordinary weekday,59309.35,-6.77
Germany,2022-04-20,57698.92,8.53,24,Wednesday,0,,ordinary weekday,59184.70,-2.51
Germany,2022-04-21,58568.58,8.99,24,Thursday,0,,ordinary weekday,59203.49,-1.07
Germany,2022-04-22,58199.84,10.31,24,Friday,0,,ordinary weekday,60571.79,-3.92
Germany,2022-04-23,50399.66,11.05,24,Saturday,0,,weekend,,
Germany,2022-04-24,48166.79,9.82,24,Sunday,0,,weekend,,
Germany,2022-04-25,57428.99,8.94,24,Monday,0,,ordinary weekday,59952.38,-4.21
Germany,2022-04-26,58745.08,8.97,24,Tuesday,0,,ordinary weekday,59309.35,-0.95
Germany,2022-04-27,57765.68,9.54,24,Wednesday,0,,ordinary weekday,59184.70,-2.40
Germany,2022-04-28,57430.82,10.34,24,Thursday,0,,ordinary weekday,59203.49,-2.99
Germany,2022-04-29,56351.36,10.74,24,Friday,0,,ordinary weekday,60571.79,-6.97
Germany,2022-04-30,48628.53,10.00,24,Saturday,0,,weekend,,
Germany,2022-05-01,43797.85,10.15,24,Sunday,1,Labour Day,weekend public holiday,,
Germany,2022-05-02,55437.22,11.68,24,Monday,0,,ordinary weekday,56127.74,-1.23
Germany,2022-05-03,57505.89,11.96,24,Tuesday,0,,ordinary weekday,57827.69,-0.56
Germany,2022-05-04,57185.16,11.72,24,Wednesday,0,,ordinary weekday,57556.29,-0.64
Germany,2022-05-05,57646.80,11.97,24,Thursday,0,,ordinary weekday,58249.53,-1.03
Germany,2022-05-06,56562.15,13.13,24,Friday,0,,ordinary weekday,55959.50,1.08
Germany,2022-05-07,48855.07,14.07,24,Saturday,0,,weekend,,
Germany,2022-05-08,44602.46,13.17,24,Sunday,0,,weekend,,
Germany,2022-05-09,56257.55,14.72,24,Monday,0,,ordinary weekday,56127.74,0.23
Germany,2022-05-10,59379.09,17.19,24,Tuesday,0,,ordinary weekday,57827.69,2.68
Germany,2022-05-11,58778.64,18.77,24,Wednesday,0,,ordinary weekday,57556.29,2.12
Germany,2022-05-12,58443.79,16.84,24,Thursday,0,,ordinary weekday,58249.53,0.33
Germany,2022-05-13,57919.96,14.88,24,Friday,0,,ordinary weekday,55959.50,3.50
Germany,2022-05-14,48731.29,15.35,24,Saturday,0,,weekend,,
Germany,2022-05-15,44400.65,16.43,24,Sunday,0,,weekend,,
Germany,2022-05-16,57217.57,17.37,24,Monday,0,,ordinary weekday,56127.74,1.94
Germany,2022-05-17,58344.17,17.21,24,Tuesday,0,,ordinary weekday,57827.69,0.89
Germany,2022-05-18,58761.14,19.49,24,Wednesday,0,,ordinary weekday,57556.29,2.09
Germany,2022-05-19,58657.99,20.44,24,Thursday,0,,ordinary weekday,58249.53,0.70
Germany,2022-05-20,57672.53,19.18,24,Friday,0,,ordinary weekday,55959.50,3.06
Germany,2022-05-21,49953.64,15.46,24,Saturday,0,,weekend,,
Germany,2022-05-22,43619.33,15.53,24,Sunday,0,,weekend,,
Germany,2022-05-23,56622.90,17.16,24,Monday,0,,ordinary weekday,56127.74,0.88
Germany,2022-05-24,57805.40,15.24,24,Tuesday,0,,ordinary weekday,57827.69,-0.04
Germany,2022-05-25,55500.24,14.40,24,Wednesday,0,,ordinary weekday,57556.29,-3.57
Germany,2022-05-26,47026.65,15.50,24,Thursday,1,Ascension Day,weekday public holiday,58249.53,-19.27
Germany,2022-05-27,51683.38,14.17,24,Friday,0,,ordinary weekday,55959.50,-7.64
Germany,2022-05-28,47965.40,11.95,24,Saturday,0,,weekend,,
Germany,2022-05-29,44139.28,10.69,24,Sunday,0,,weekend,,
Germany,2022-05-30,55103.45,10.93,24,Monday,0,,ordinary weekday,56127.74,-1.82
Germany,2022-05-31,56103.92,13.29,24,Tuesday,0,,ordinary weekday,57827.69,-2.98
Germany,2022-06-01,55224.54,13.65,24,Wednesday,0,,ordinary weekday,55239.99,-0.03
Germany,2022-06-02,55802.04,13.98,24,Thursday,0,,ordinary weekday,54471.96,2.44
Germany,2022-06-03,54795.39,17.02,24,Friday,0,,ordinary weekday,54208.06,1.08
Germany,2022-06-04,45883.36,18.08,24,Saturday,0,,weekend,,
Germany,2022-06-05,42079.41,18.08,24,Sunday,0,,weekend,,
Germany,2022-06-06,43872.85,17.46,24,Monday,1,Whit Monday,weekday public holiday,54874.56,-20.05
Germany,2022-06-07,54392.54,16.37,24,Tuesday,0,,ordinary weekday,55155.97,-1.38
Germany,2022-06-08,55445.29,16.30,24,Wednesday,0,,ordinary weekday,55239.99,0.37
Germany,2022-06-09,56013.31,15.64,24,Thursday,0,,ordinary weekday,54471.96,2.83
Germany,2022-06-10,54588.43,16.59,24,Friday,0,,ordinary weekday,54208.06,0.70
Germany,2022-06-11,47218.93,18.79,24,Saturday,0,,weekend,,
Germany,2022-06-12,43920.34,18.82,24,Sunday,0,,weekend,,
Germany,2022-06-13,55003.36,16.08,24,Monday,0,,ordinary weekday,54874.56,0.23
Germany,2022-06-14,55311.33,15.84,24,Tuesday,0,,ordinary weekday,55155.97,0.28
Germany,2022-06-15,54442.55,18.99,24,Wednesday,0,,ordinary weekday,55239.99,-1.44
Germany,2022-06-16,48541.06,19.28,24,Thursday,0,,ordinary weekday,54471.96,-10.89
Germany,2022-06-17,51429.91,19.64,24,Friday,0,,ordinary weekday,54208.06,-5.12
Germany,2022-06-18,47648.58,24.03,24,Saturday,0,,weekend,,
Germany,2022-06-19,45000.20,22.59,24,Sunday,0,,weekend,,
Germany,2022-06-20,54672.15,17.60,24,Monday,0,,ordinary weekday,54874.56,-0.37
Germany,2022-06-21,55915.11,17.34,24,Tuesday,0,,ordinary weekday,55155.97,1.38
Germany,2022-06-22,55499.55,19.52,24,Wednesday,0,,ordinary weekday,55239.99,0.47
Germany,2022-06-23,55545.41,22.11,24,Thursday,0,,ordinary weekday,54471.96,1.97
Germany,2022-06-24,56018.53,21.08,24,Friday,0,,ordinary weekday,54208.06,3.34
Germany,2022-06-25,46885.41,20.46,24,Saturday,0,,weekend,,
Germany,2022-06-26,43536.54,21.16,24,Sunday,0,,weekend,,
Germany,2022-06-27,54948.17,20.11,24,Monday,0,,ordinary weekday,54874.56,0.13
Germany,2022-06-28,55004.91,18.83,24,Tuesday,0,,ordinary weekday,55155.97,-0.27
Germany,2022-06-29,55588.03,20.28,24,Wednesday,0,,ordinary weekday,55239.99,0.63
Germany,2022-06-30,56457.97,21.88,24,Thursday,0,,ordinary weekday,54471.96,3.65
Germany,2022-07-01,55024.39,16.98,24,Friday,0,,ordinary weekday,54191.26,1.54
Germany,2022-07-02,46802.40,18.43,24,Saturday,0,,weekend,,
Germany,2022-07-03,44048.06,20.74,24,Sunday,0,,weekend,,
Germany,2022-07-04,54426.21,19.16,24,Monday,0,,ordinary weekday,53877.06,1.02
Germany,2022-07-05,55855.48,18.68,24,Tuesday,0,,ordinary weekday,54769.41,1.98
Germany,2022-07-06,55571.51,16.89,24,Wednesday,0,,ordinary weekday,55593.42,-0.04
Germany,2022-07-07,57547.95,15.62,24,Thursday,0,,ordinary weekday,55721.83,3.28
Germany,2022-07-08,55119.77,16.17,24,Friday,0,,ordinary weekday,54191.26,1.71
Germany,2022-07-09,47376.34,17.43,24,Saturday,0,,weekend,,
Germany,2022-07-10,44659.96,15.69,24,Sunday,0,,weekend,,
Germany,2022-07-11,53129.78,17.01,24,Monday,0,,ordinary weekday,53877.06,-1.39
Germany,2022-07-12,53953.51,19.22,24,Tuesday,0,,ordinary weekday,54769.41,-1.49
Germany,2022-07-13,56209.14,21.85,24,Wednesday,0,,ordinary weekday,55593.42,1.11
Germany,2022-07-14,55914.15,20.39,24,Thursday,0,,ordinary weekday,55721.83,0.35
Germany,2022-07-15,54438.65,17.39,24,Friday,0,,ordinary weekday,54191.26,0.46
Germany,2022-07-16,46964.06,17.72,24,Saturday,0,,weekend,,
Germany,2022-07-17,42629.50,18.44,24,Sunday,0,,weekend,,
Germany,2022-07-18,52555.90,22.38,24,Monday,0,,ordinary weekday,53877.06,-2.45
Germany,2022-07-19,54810.34,25.87,24,Tuesday,0,,ordinary weekday,54769.41,0.07
Germany,2022-07-20,57236.54,27.04,24,Wednesday,0,,ordinary weekday,55593.42,2.96
Germany,2022-07-21,55803.36,22.01,24,Thursday,0,,ordinary weekday,55721.83,0.15
Germany,2022-07-22,53290.56,20.81,24,Friday,0,,ordinary weekday,54191.26,-1.66
Germany,2022-07-23,45724.16,20.41,24,Saturday,0,,weekend,,
Germany,2022-07-24,42900.50,22.38,24,Sunday,0,,weekend,,
Germany,2022-07-25,55396.34,24.38,24,Monday,0,,ordinary weekday,53877.06,2.82
Germany,2022-07-26,54458.31,19.84,24,Tuesday,0,,ordinary weekday,54769.41,-0.57
Germany,2022-07-27,53356.48,17.83,24,Wednesday,0,,ordinary weekday,55593.42,-4.02
Germany,2022-07-28,53621.84,18.96,24,Thursday,0,,ordinary weekday,55721.83,-3.77
Germany,2022-07-29,53082.96,20.58,24,Friday,0,,ordinary weekday,54191.26,-2.05
Germany,2022-07-30,44379.89,19.86,24,Saturday,0,,weekend,,
Germany,2022-07-31,42036.21,20.57,24,Sunday,0,,weekend,,
Germany,2022-08-01,51979.34,20.46,24,Monday,0,,ordinary weekday,51482.26,0.97
Germany,2022-08-02,53038.94,20.96,24,Tuesday,0,,ordinary weekday,52785.60,0.48
Germany,2022-08-03,53758.18,24.52,24,Wednesday,0,,ordinary weekday,53300.13,0.86
Germany,2022-08-04,54134.65,26.32,24,Thursday,0,,ordinary weekday,53708.23,0.79
Germany,2022-08-05,53322.84,21.78,24,Friday,0,,ordinary weekday,52540.06,1.49
Germany,2022-08-06,45549.05,17.82,24,Saturday,0,,weekend,,
Germany,2022-08-07,41442.58,18.59,24,Sunday,0,,weekend,,
Germany,2022-08-08,51023.72,19.86,24,Monday,0,,ordinary weekday,51482.26,-0.89
Germany,2022-08-09,52406.10,20.97,24,Tuesday,0,,ordinary weekday,52785.60,-0.72
Germany,2022-08-10,52656.76,21.79,24,Wednesday,0,,ordinary weekday,53300.13,-1.21
Germany,2022-08-11,52688.05,22.68,24,Thursday,0,,ordinary weekday,53708.23,-1.90
Germany,2022-08-12,51563.10,22.59,24,Friday,0,,ordinary weekday,52540.06,-1.86
Germany,2022-08-13,44769.79,22.77,24,Saturday,0,,weekend,,
Germany,2022-08-14,43087.84,23.82,24,Sunday,0,,weekend,,
Germany,2022-08-15,51504.40,22.27,24,Monday,0,,ordinary weekday,51482.26,0.04
Germany,2022-08-16,52595.92,22.33,24,Tuesday,0,,ordinary weekday,52785.60,-0.36
Germany,2022-08-17,53293.56,22.95,24,Wednesday,0,,ordinary weekday,53300.13,-0.01
Germany,2022-08-18,53815.98,21.37,24,Thursday,0,,ordinary weekday,53708.23,0.20
Germany,2022-08-19,52197.50,20.23,24,Friday,0,,ordinary weekday,52540.06,-0.65
Germany,2022-08-20,44098.94,19.29,24,Saturday,0,,weekend,,
Germany,2022-08-21,41040.33,19.20,24,Sunday,0,,weekend,,
Germany,2022-08-22,51282.09,19.83,24,Monday,0,,ordinary weekday,51482.26,-0.39
Germany,2022-08-23,53046.97,20.93,24,Tuesday,0,,ordinary weekday,52785.60,0.50
Germany,2022-08-24,53187.09,22.29,24,Wednesday,0,,ordinary weekday,53300.13,-0.21
Germany,2022-08-25,54194.23,22.97,24,Thursday,0,,ordinary weekday,53708.23,0.90
Germany,2022-08-26,53076.80,21.82,24,Friday,0,,ordinary weekday,52540.06,1.02
Germany,2022-08-27,45129.73,18.91,24,Saturday,0,,weekend,,
Germany,2022-08-28,42399.74,18.26,24,Sunday,0,,weekend,,
Germany,2022-08-29,51621.77,17.98,24,Monday,0,,ordinary weekday,51482.26,0.27
Germany,2022-08-30,52840.06,19.07,24,Tuesday,0,,ordinary weekday,52785.60,0.10
Germany,2022-08-31,53605.05,17.89,24,Wednesday,0,,ordinary weekday,53300.13,0.57
Germany,2022-09-01,52954.32,17.59,24,Thursday,0,,ordinary weekday,54539.30,-2.91
Germany,2022-09-02,53353.81,17.81,24,Friday,0,,ordinary weekday,53899.54,-1.01
Germany,2022-09-03,46702.94,17.95,24,Saturday,0,,weekend,,
Germany,2022-09-04,43234.01,19.04,24,Sunday,0,,weekend,,
Germany,2022-09-05,54683.45,20.44,24,Monday,0,,ordinary weekday,54174.69,0.94
Germany,2022-09-06,55652.18,20.39,24,Tuesday,0,,ordinary weekday,55053.99,1.09
Germany,2022-09-07,55175.58,19.92,24,Wednesday,0,,ordinary weekday,54512.26,1.22
Germany,2022-09-08,55904.61,17.05,24,Thursday,0,,ordinary weekday,54539.30,2.50
Germany,2022-09-09,53574.29,16.36,24,Friday,0,,ordinary weekday,53899.54,-0.60
Germany,2022-09-10,45423.47,15.21,24,Saturday,0,,weekend,,
Germany,2022-09-11,41790.71,15.52,24,Sunday,0,,weekend,,
Germany,2022-09-12,51770.84,16.30,24,Monday,0,,ordinary weekday,54174.69,-4.44
Germany,2022-09-13,55046.72,17.65,24,Tuesday,0,,ordinary weekday,55053.99,-0.01
Germany,2022-09-14,54706.79,16.68,24,Wednesday,0,,ordinary weekday,54512.26,0.36
Germany,2022-09-15,55672.07,15.14,24,Thursday,0,,ordinary weekday,54539.30,2.08
Germany,2022-09-16,55866.38,12.38,24,Friday,0,,ordinary weekday,53899.54,3.65
Germany,2022-09-17,48022.60,10.74,24,Saturday,0,,weekend,,
Germany,2022-09-18,45101.70,10.02,24,Sunday,0,,weekend,,
Germany,2022-09-19,54443.17,10.64,24,Monday,0,,ordinary weekday,54174.69,0.50
Germany,2022-09-20,53970.49,10.57,24,Tuesday,0,,ordinary weekday,55053.99,-1.97
Germany,2022-09-21,53373.97,10.46,24,Wednesday,0,,ordinary weekday,54512.26,-2.09
Germany,2022-09-22,53431.35,10.90,24,Thursday,0,,ordinary weekday,54539.30,-2.03
Germany,2022-09-23,52940.53,11.78,24,Friday,0,,ordinary weekday,53899.54,-1.78
Germany,2022-09-24,46186.26,12.54,24,Saturday,0,,weekend,,
Germany,2022-09-25,42800.91,11.99,24,Sunday,0,,weekend,,
Germany,2022-09-26,55801.31,10.88,24,Monday,0,,ordinary weekday,54174.69,3.00
Germany,2022-09-27,55546.56,9.67,24,Tuesday,0,,ordinary weekday,55053.99,0.89
Germany,2022-09-28,54792.69,8.80,24,Wednesday,0,,ordinary weekday,54512.26,0.51
Germany,2022-09-29,54734.12,8.76,24,Thursday,0,,ordinary weekday,54539.30,0.36
Germany,2022-09-30,53762.67,9.65,24,Friday,0,,ordinary weekday,53899.54,-0.25
Germany,2022-10-01,49583.00,11.04,24,Saturday,0,,weekend,,
Germany,2022-10-02,45334.25,12.30,24,Sunday,0,,weekend,,
Germany,2022-10-03,44806.91,11.45,24,Monday,1,German Unity Day,weekday public holiday,53343.97,-16.00
Germany,2022-10-04,53804.55,11.67,24,Tuesday,0,,ordinary weekday,55489.90,-3.04
Germany,2022-10-05,56912.81,14.23,24,Wednesday,0,,ordinary weekday,55658.17,2.25
Germany,2022-10-06,56571.41,14.10,24,Thursday,0,,ordinary weekday,56085.13,0.87
Germany,2022-10-07,55022.26,12.08,24,Friday,0,,ordinary weekday,54774.39,0.45
Germany,2022-10-08,48151.51,12.12,24,Saturday,0,,weekend,,
Germany,2022-10-09,43813.24,10.09,24,Sunday,0,,weekend,,
Germany,2022-10-10,55844.36,12.08,24,Monday,0,,ordinary weekday,53343.97,4.69
Germany,2022-10-11,55669.27,10.95,24,Tuesday,0,,ordinary weekday,55489.90,0.32
Germany,2022-10-12,54797.86,10.42,24,Wednesday,0,,ordinary weekday,55658.17,-1.55
Germany,2022-10-13,55181.28,11.51,24,Thursday,0,,ordinary weekday,56085.13,-1.61
Germany,2022-10-14,54286.47,12.75,24,Friday,0,,ordinary weekday,54774.39,-0.89
Germany,2022-10-15,47217.54,14.30,24,Saturday,0,,weekend,,
Germany,2022-10-16,45027.76,15.17,24,Sunday,0,,weekend,,
Germany,2022-10-17,54238.51,16.28,24,Monday,0,,ordinary weekday,53343.97,1.68
Germany,2022-10-18,56377.22,14.45,24,Tuesday,0,,ordinary weekday,55489.90,1.60
Germany,2022-10-19,55500.91,11.37,24,Wednesday,0,,ordinary weekday,55658.17,-0.28
Germany,2022-10-20,57008.86,11.13,24,Thursday,0,,ordinary weekday,56085.13,1.65
Germany,2022-10-21,55066.83,13.57,24,Friday,0,,ordinary weekday,54774.39,0.53
Germany,2022-10-22,46685.97,13.94,24,Saturday,0,,weekend,,
Germany,2022-10-23,43426.03,13.93,24,Sunday,0,,weekend,,
Germany,2022-10-24,55783.56,15.25,24,Monday,0,,ordinary weekday,53343.97,4.57
Germany,2022-10-25,56108.55,13.11,24,Tuesday,0,,ordinary weekday,55489.90,1.11
Germany,2022-10-26,55421.10,13.35,24,Wednesday,0,,ordinary weekday,55658.17,-0.43
Germany,2022-10-27,55578.98,14.07,24,Thursday,0,,ordinary weekday,56085.13,-0.90
Germany,2022-10-28,54722.00,16.46,24,Friday,0,,ordinary weekday,54774.39,-0.10
Germany,2022-10-29,46665.05,15.82,24,Saturday,0,,weekend,,
Germany,2022-10-30,42177.05,15.40,25,Sunday,0,,weekend,,
Germany,2022-10-31,47509.46,13.63,24,Monday,0,,ordinary weekday,53343.97,-10.94
Germany,2022-11-01,48983.38,13.27,24,Tuesday,0,,ordinary weekday,56875.23,-13.88
Germany,2022-11-02,56794.15,10.79,24,Wednesday,0,,ordinary weekday,58550.59,-3.00
Germany,2022-11-03,58462.38,9.95,24,Thursday,0,,ordinary weekday,58876.99,-0.70
Germany,2022-11-04,56046.16,9.03,24,Friday,0,,ordinary weekday,57358.65,-2.29
Germany,2022-11-05,48731.24,7.43,24,Saturday,0,,weekend,,
Germany,2022-11-06,47196.31,7.58,24,Sunday,0,,weekend,,
Germany,2022-11-07,57860.50,10.87,24,Monday,0,,ordinary weekday,58140.93,-0.48
Germany,2022-11-08,58178.96,11.14,24,Tuesday,0,,ordinary weekday,56875.23,2.29
Germany,2022-11-09,58180.32,11.70,24,Wednesday,0,,ordinary weekday,58550.59,-0.63
Germany,2022-11-10,58496.46,10.08,24,Thursday,0,,ordinary weekday,58876.99,-0.65
Germany,2022-11-11,57504.32,8.44,24,Friday,0,,ordinary weekday,57358.65,0.25
Germany,2022-11-12,48137.77,7.21,24,Saturday,0,,weekend,,
Germany,2022-11-13,44868.66,6.99,24,Sunday,0,,weekend,,
Germany,2022-11-14,57029.17,6.81,24,Monday,0,,ordinary weekday,58140.93,-1.91
Germany,2022-11-15,57396.42,9.09,24,Tuesday,0,,ordinary weekday,56875.23,0.92
Germany,2022-11-16,59066.00,8.24,24,Wednesday,0,,ordinary weekday,58550.59,0.88
Germany,2022-11-17,59646.38,7.17,24,Thursday,0,,ordinary weekday,58876.99,1.31
Germany,2022-11-18,58269.29,4.92,24,Friday,0,,ordinary weekday,57358.65,1.59
Germany,2022-11-19,50388.27,1.53,24,Saturday,0,,weekend,,
Germany,2022-11-20,46764.18,1.66,24,Sunday,0,,weekend,,
Germany,2022-11-21,57782.32,2.78,24,Monday,0,,ordinary weekday,58140.93,-0.62
Germany,2022-11-22,60319.08,4.06,24,Tuesday,0,,ordinary weekday,56875.23,6.06
Germany,2022-11-23,59285.51,5.28,24,Wednesday,0,,ordinary weekday,58550.59,1.26
Germany,2022-11-24,58902.75,5.86,24,Thursday,0,,ordinary weekday,58876.99,0.04
Germany,2022-11-25,57614.82,5.45,24,Friday,0,,ordinary weekday,57358.65,0.45
Germany,2022-11-26,49047.72,5.40,24,Saturday,0,,weekend,,
Germany,2022-11-27,47505.94,4.29,24,Sunday,0,,weekend,,
Germany,2022-11-28,59891.75,5.05,24,Monday,0,,ordinary weekday,58140.93,3.01
Germany,2022-11-29,59498.31,5.42,24,Tuesday,0,,ordinary weekday,56875.23,4.61
Germany,2022-11-30,59426.97,4.47,24,Wednesday,0,,ordinary weekday,58550.59,1.50
Germany,2022-12-01,59864.04,2.75,24,Thursday,0,,ordinary weekday,57726.04,3.70
Germany,2022-12-02,60479.88,1.37,24,Friday,0,,ordinary weekday,56344.98,7.34
Germany,2022-12-03,52594.84,0.44,24,Saturday,0,,weekend,,
Germany,2022-12-04,49613.16,1.29,24,Sunday,0,,weekend,,
Germany,2022-12-05,60098.47,2.05,24,Monday,0,,ordinary weekday,60986.05,-1.46
Germany,2022-12-06,60194.65,2.30,24,Tuesday,0,,ordinary weekday,58214.38,3.40
Germany,2022-12-07,60913.74,1.90,24,Wednesday,0,,ordinary weekday,57836.06,5.32
Germany,2022-12-08,60718.64,1.03,24,Thursday,0,,ordinary weekday,57726.04,5.18
Germany,2022-12-09,60113.50,-0.20,24,Friday,0,,ordinary weekday,56344.98,6.69
Germany,2022-12-10,52438.51,-0.87,24,Saturday,0,,weekend,,
Germany,2022-12-11,50615.72,-2.04,24,Sunday,0,,weekend,,
Germany,2022-12-12,61247.44,-2.81,24,Monday,0,,ordinary weekday,60986.05,0.43
Germany,2022-12-13,63142.07,-4.56,24,Tuesday,0,,ordinary weekday,58214.38,8.46
Germany,2022-12-14,63567.47,-3.59,24,Wednesday,0,,ordinary weekday,57836.06,9.91
Germany,2022-12-15,63075.12,-4.06,24,Thursday,0,,ordinary weekday,57726.04,9.27
Germany,2022-12-16,61524.81,-3.95,24,Friday,0,,ordinary weekday,56344.98,9.19
Germany,2022-12-17,55279.42,-4.78,24,Saturday,0,,weekend,,
Germany,2022-12-18,52970.90,-4.83,24,Sunday,0,,weekend,,
Germany,2022-12-19,61612.24,2.35,24,Monday,0,,ordinary weekday,60986.05,1.03
Germany,2022-12-20,59770.68,5.72,24,Tuesday,0,,ordinary weekday,58214.38,2.67
Germany,2022-12-21,56446.18,6.60,24,Wednesday,0,,ordinary weekday,57836.06,-2.40
Germany,2022-12-22,55749.78,7.17,24,Thursday,0,,ordinary weekday,57726.04,-3.42
Germany,2022-12-23,51090.02,7.66,24,Friday,0,,ordinary weekday,56344.98,-9.33
Germany,2022-12-24,43721.92,7.35,24,Saturday,0,,weekend,,
Germany,2022-12-25,41814.93,7.31,24,Sunday,1,Christmas Day,weekend public holiday,,
Germany,2022-12-26,43665.07,8.16,24,Monday,1,Boxing Day,weekday public holiday,60986.05,-28.40
Germany,2022-12-27,49750.11,3.81,24,Tuesday,0,,ordinary weekday,58214.38,-14.54
Germany,2022-12-28,50416.86,5.89,24,Wednesday,0,,ordinary weekday,57836.06,-12.83
Germany,2022-12-29,49222.59,8.62,24,Thursday,0,,ordinary weekday,57726.04,-14.73
Germany,2022-12-30,48516.69,6.93,24,Friday,0,,ordinary weekday,56344.98,-13.89
Germany,2022-12-31,44474.61,12.98,24,Saturday,0,,weekend,,
Germany,2023-01-01,41136.51,12.11,24,Sunday,1,New Year's Day,weekend public holiday,,
Germany,2023-01-02,51795.55,9.94,24,Monday,0,,ordinary weekday,58439.04,-11.37
Germany,2023-01-03,53922.19,6.16,24,Tuesday,0,,ordinary weekday,59450.40,-9.30
Germany,2023-01-04,58334.81,7.64,24,Wednesday,0,,ordinary weekday,60250.19,-3.18
Germany,2023-01-05,55629.45,8.53,24,Thursday,0,,ordinary weekday,60718.88,-8.38
Germany,2023-01-06,53174.30,8.33,24,Friday,0,,ordinary weekday,58730.76,-9.46
Germany,2023-01-07,48071.35,7.64,24,Saturday,0,,weekend,,
Germany,2023-01-08,46797.88,6.85,24,Sunday,0,,weekend,,
Germany,2023-01-09,57783.86,5.37,24,Monday,0,,ordinary weekday,58439.04,-1.12
Germany,2023-01-10,59913.61,4.40,24,Tuesday,0,,ordinary weekday,59450.40,0.78
Germany,2023-01-11,60989.96,7.23,24,Wednesday,0,,ordinary weekday,60250.19,1.23
Germany,2023-01-12,62299.85,7.46,24,Thursday,0,,ordinary weekday,60718.88,2.60
Germany,2023-01-13,60580.54,7.38,24,Friday,0,,ordinary weekday,58730.76,3.15
Germany,2023-01-14,53021.34,6.73,24,Saturday,0,,weekend,,
Germany,2023-01-15,50918.74,5.73,24,Sunday,0,,weekend,,
Germany,2023-01-16,60436.19,3.39,24,Monday,0,,ordinary weekday,58439.04,3.42
Germany,2023-01-17,61724.49,1.38,24,Tuesday,0,,ordinary weekday,59450.40,3.83
Germany,2023-01-18,61114.38,-0.75,24,Wednesday,0,,ordinary weekday,60250.19,1.43
Germany,2023-01-19,62673.01,-0.68,24,Thursday,0,,ordinary weekday,60718.88,3.22
