country,model_family,target_date,branch,specification_id,forecast_origin_local,forecast_origin_utc,information_cutoff_utc,timestamp_utc,interval_end_utc,timestamp_local,local_date,actual_load_mwh,forecast_mwh,bridge_used,source_timestamp_utc,source_actual_mwh,source_kind,is_target_day,evaluated,status,mapping_issue_count
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T10:00:00+00:00,2023-12-31 11:00:00+00:00,2023-12-31T11:00:00+01:00,2023-12-31,6604.5,6758.011312930476,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T11:00:00+00:00,2023-12-31 12:00:00+00:00,2023-12-31T12:00:00+01:00,2023-12-31,6576.75,6796.521640267048,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T12:00:00+00:00,2023-12-31 13:00:00+00:00,2023-12-31T13:00:00+01:00,2023-12-31,6615.75,6816.884130153911,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T13:00:00+00:00,2023-12-31 14:00:00+00:00,2023-12-31T14:00:00+01:00,2023-12-31,6641.0,6827.650878272378,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T14:00:00+00:00,2023-12-31 15:00:00+00:00,2023-12-31T15:00:00+01:00,2023-12-31,6730.75,6833.343839481474,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T15:00:00+00:00,2023-12-31 16:00:00+00:00,2023-12-31T16:00:00+01:00,2023-12-31,6981.75,6836.3540155320015,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T16:00:00+00:00,2023-12-31 17:00:00+00:00,2023-12-31T17:00:00+01:00,2023-12-31,7169.5,6837.945658180241,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T17:00:00+00:00,2023-12-31 18:00:00+00:00,2023-12-31T18:00:00+01:00,2023-12-31,7070.5,6838.787245608076,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T18:00:00+00:00,2023-12-31 19:00:00+00:00,2023-12-31T19:00:00+01:00,2023-12-31,6765.5,6839.232238332714,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T19:00:00+00:00,2023-12-31 20:00:00+00:00,2023-12-31T20:00:00+01:00,2023-12-31,6398.75,6839.467530018915,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T20:00:00+00:00,2023-12-31 21:00:00+00:00,2023-12-31T21:00:00+01:00,2023-12-31,6057.5,6839.591941440787,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T21:00:00+00:00,2023-12-31 22:00:00+00:00,2023-12-31T22:00:00+01:00,2023-12-31,6091.0,6839.6577244786085,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T22:00:00+00:00,2023-12-31 23:00:00+00:00,2023-12-31T23:00:00+01:00,2023-12-31,5804.0,6839.692507523444,True,,,arima_forecast,False,False,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2023-12-31T23:00:00+00:00,2024-01-01 00:00:00+00:00,2024-01-01T00:00:00+01:00,2024-01-01,5648.75,6839.710899197773,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T00:00:00+00:00,2024-01-01 01:00:00+00:00,2024-01-01T01:00:00+01:00,2024-01-01,5480.75,6839.720623869269,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T01:00:00+00:00,2024-01-01 02:00:00+00:00,2024-01-01T02:00:00+01:00,2024-01-01,5326.75,6839.725765828288,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T02:00:00+00:00,2024-01-01 03:00:00+00:00,2024-01-01T03:00:00+01:00,2024-01-01,5110.5,6839.728484659723,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T03:00:00+00:00,2024-01-01 04:00:00+00:00,2024-01-01T04:00:00+01:00,2024-01-01,5071.25,6839.729922252738,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T04:00:00+00:00,2024-01-01 05:00:00+00:00,2024-01-01T05:00:00+01:00,2024-01-01,5160.25,6839.730682385805,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T05:00:00+00:00,2024-01-01 06:00:00+00:00,2024-01-01T06:00:00+01:00,2024-01-01,5297.5,6839.73108430921,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T06:00:00+00:00,2024-01-01 07:00:00+00:00,2024-01-01T07:00:00+01:00,2024-01-01,5599.0,6839.731296827821,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T07:00:00+00:00,2024-01-01 08:00:00+00:00,2024-01-01T08:00:00+01:00,2024-01-01,5927.5,6839.731409197888,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T08:00:00+00:00,2024-01-01 09:00:00+00:00,2024-01-01T09:00:00+01:00,2024-01-01,6166.75,6839.731468614011,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T09:00:00+00:00,2024-01-01 10:00:00+00:00,2024-01-01T10:00:00+01:00,2024-01-01,6278.25,6839.731500030524,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T10:00:00+00:00,2024-01-01 11:00:00+00:00,2024-01-01T11:00:00+01:00,2024-01-01,6273.0,6839.731516642131,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T11:00:00+00:00,2024-01-01 12:00:00+00:00,2024-01-01T12:00:00+01:00,2024-01-01,6163.5,6839.7315254255855,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T12:00:00+00:00,2024-01-01 13:00:00+00:00,2024-01-01T13:00:00+01:00,2024-01-01,6106.25,6839.731530069872,False,,,arima_forecast,True,True,completed,0
Austria,enhanced_arima,2024-01-01,ordinary,enhanced_ordinary_arima_p1_d1_q2,2023-12-31T08:00:00+01:00,2023-12-31T07:00:00+00:00,2023-12-31T07:00:00+00:00,2024-01-01T13:00:00+00:00,2024-01-01 14:00:00+00:00,2024-01-01T14:00:00+01:00,2024-01-01,6122.25,6839.731532525557,False,,,arima_forecast,True,True,completed,0
